sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
mmstar_coarse_0066,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0066_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0066_std.png,mmstar_mmstar_coarse
mmstar_coarse_0067,mmstar_coarse,object,What is the dominant color in this image?,orange,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0067_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0067_std.png,mmstar_mmstar_coarse
mmstar_coarse_0068,mmstar_coarse,object,What is the dominant color in this image?,red,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0068_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0068_std.png,mmstar_mmstar_coarse
mmstar_coarse_0069,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0069_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0069_std.png,mmstar_mmstar_coarse
mmstar_coarse_0070,mmstar_coarse,object,What is the dominant color in this image?,yellow,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0070_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0070_std.png,mmstar_mmstar_coarse
mmstar_coarse_0071,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0071_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0071_std.png,mmstar_mmstar_coarse
mmstar_coarse_0072,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0072_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0072_std.png,mmstar_mmstar_coarse
mmstar_coarse_0073,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0073_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0073_std.png,mmstar_mmstar_coarse
mmstar_coarse_0074,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0074_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0074_std.png,mmstar_mmstar_coarse
mmstar_coarse_0075,mmstar_coarse,object,What is the dominant color in this image?,brown,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0075_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0075_std.png,mmstar_mmstar_coarse
mmstar_coarse_0076,mmstar_coarse,object,What is the dominant color in this image?,purple,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0076_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0076_std.png,mmstar_mmstar_coarse
mmstar_coarse_0077,mmstar_coarse,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0077_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0077_std.png,mmstar_mmstar_coarse
mmstar_coarse_0078,mmstar_coarse,object,What is the dominant color in this image?,blue,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0078_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0078_std.png,mmstar_mmstar_coarse
mmstar_coarse_0079,mmstar_coarse,object,What is the dominant color in this image?,purple,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0079_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0079_std.png,mmstar_mmstar_coarse
mmstar_coarse_0080,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0080_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0080_std.png,mmstar_mmstar_coarse
mmstar_coarse_0081,mmstar_coarse,object,What is the dominant color in this image?,pink,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0081_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0081_std.png,mmstar_mmstar_coarse
mmstar_coarse_0082,mmstar_coarse,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0082_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0082_std.png,mmstar_mmstar_coarse
mmstar_coarse_0083,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0083_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0083_std.png,mmstar_mmstar_coarse
mmstar_coarse_0084,mmstar_coarse,object,What is the dominant color in this image?,purple,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0084_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0084_std.png,mmstar_mmstar_coarse
mmstar_coarse_0085,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0085_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0085_std.png,mmstar_mmstar_coarse
mmstar_coarse_0086,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0086_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0086_std.png,mmstar_mmstar_coarse
mmstar_coarse_0087,mmstar_coarse,object,What is the dominant color in this image?,pink,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0087_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0087_std.png,mmstar_mmstar_coarse
mmstar_coarse_0088,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0088_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0088_std.png,mmstar_mmstar_coarse
mmstar_coarse_0089,mmstar_coarse,object,What is the dominant color in this image?,green,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0089_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0089_std.png,mmstar_mmstar_coarse
mmstar_coarse_0090,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0090_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0090_std.png,mmstar_mmstar_coarse
mmstar_coarse_0091,mmstar_coarse,object,What is the dominant color in this image?,orange,purple,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0091_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0091_std.png,mmstar_mmstar_coarse
mmstar_coarse_0092,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0092_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0092_std.png,mmstar_mmstar_coarse
mmstar_coarse_0093,mmstar_coarse,object,What is the dominant color in this image?,blue,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0093_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0093_std.png,mmstar_mmstar_coarse
mmstar_coarse_0094,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0094_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0094_std.png,mmstar_mmstar_coarse
mmstar_coarse_0095,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0095_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0095_std.png,mmstar_mmstar_coarse
mmstar_coarse_0096,mmstar_coarse,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0096_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0096_std.png,mmstar_mmstar_coarse
mmstar_coarse_0097,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0097_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0097_std.png,mmstar_mmstar_coarse
mmstar_coarse_0098,mmstar_coarse,object,What is the dominant color in this image?,red,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0098_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0098_std.png,mmstar_mmstar_coarse
mmstar_coarse_0099,mmstar_coarse,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0099_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0099_std.png,mmstar_mmstar_coarse
mmstar_coarse_0100,mmstar_coarse,object,What is the dominant color in this image?,purple,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0100_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0100_std.png,mmstar_mmstar_coarse
mmstar_coarse_0101,mmstar_coarse,object,What is the dominant color in this image?,orange,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0101_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0101_std.png,mmstar_mmstar_coarse
mmstar_coarse_0102,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0102_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0102_std.png,mmstar_mmstar_coarse
mmstar_coarse_0103,mmstar_coarse,object,What is the dominant color in this image?,pink,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0103_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0103_std.png,mmstar_mmstar_coarse
mmstar_coarse_0104,mmstar_coarse,object,What is the dominant color in this image?,pink,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0104_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0104_std.png,mmstar_mmstar_coarse
mmstar_coarse_0105,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0105_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0105_std.png,mmstar_mmstar_coarse
mmstar_coarse_0106,mmstar_coarse,object,What is the dominant color in this image?,red,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0106_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0106_std.png,mmstar_mmstar_coarse
mmstar_coarse_0107,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0107_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0107_std.png,mmstar_mmstar_coarse
mmstar_coarse_0108,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0108_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0108_std.png,mmstar_mmstar_coarse
mmstar_coarse_0109,mmstar_coarse,object,What is the dominant color in this image?,pink,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0109_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0109_std.png,mmstar_mmstar_coarse
mmstar_coarse_0110,mmstar_coarse,object,What is the dominant color in this image?,orange,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0110_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0110_std.png,mmstar_mmstar_coarse
mmstar_coarse_0111,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0111_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0111_std.png,mmstar_mmstar_coarse
mmstar_coarse_0112,mmstar_coarse,object,What is the dominant color in this image?,purple,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0112_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0112_std.png,mmstar_mmstar_coarse
mmstar_coarse_0113,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0113_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0113_std.png,mmstar_mmstar_coarse
mmstar_coarse_0114,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0114_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0114_std.png,mmstar_mmstar_coarse
mmstar_coarse_0115,mmstar_coarse,object,What is the dominant color in this image?,purple,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0115_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0115_std.png,mmstar_mmstar_coarse
mmstar_coarse_0116,mmstar_coarse,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0116_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0116_std.png,mmstar_mmstar_coarse
mmstar_coarse_0117,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0117_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0117_std.png,mmstar_mmstar_coarse
mmstar_coarse_0118,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0118_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0118_std.png,mmstar_mmstar_coarse
mmstar_coarse_0119,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0119_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0119_std.png,mmstar_mmstar_coarse
mmstar_coarse_0120,mmstar_coarse,object,What is the dominant color in this image?,red,purple,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0120_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0120_std.png,mmstar_mmstar_coarse
mmstar_coarse_0121,mmstar_coarse,object,What is the dominant color in this image?,blue,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0121_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0121_std.png,mmstar_mmstar_coarse
mmstar_coarse_0122,mmstar_coarse,object,What is the dominant color in this image?,brown,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0122_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0122_std.png,mmstar_mmstar_coarse
mmstar_coarse_0123,mmstar_coarse,object,What is the dominant color in this image?,orange,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0123_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0123_std.png,mmstar_mmstar_coarse
mmstar_coarse_0124,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0124_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0124_std.png,mmstar_mmstar_coarse
mmstar_coarse_0125,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0125_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0125_std.png,mmstar_mmstar_coarse
mmstar_coarse_0126,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0126_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0126_std.png,mmstar_mmstar_coarse
mmstar_coarse_0127,mmstar_coarse,object,What is the dominant color in this image?,red,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0127_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0127_std.png,mmstar_mmstar_coarse
mmstar_coarse_0128,mmstar_coarse,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0128_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0128_std.png,mmstar_mmstar_coarse
mmstar_coarse_0129,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0129_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0129_std.png,mmstar_mmstar_coarse
mmstar_coarse_0130,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0130_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0130_std.png,mmstar_mmstar_coarse
mmstar_coarse_0131,mmstar_coarse,object,What is the dominant color in this image?,red,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0131_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0131_std.png,mmstar_mmstar_coarse
mmstar_coarse_0132,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0132_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0132_std.png,mmstar_mmstar_coarse
mmstar_coarse_0133,mmstar_coarse,object,What is the dominant color in this image?,brown,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0133_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0133_std.png,mmstar_mmstar_coarse
mmstar_coarse_0134,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0134_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0134_std.png,mmstar_mmstar_coarse
